mouseX,mouseY,mouseAngle,mouseMajorAxisLength,mouseMinorAxisLength,mouseArea,optoPeriod
233.665741,207.831757,-1.5412029922433312,98.900754844144416,27.876189158577578,2169.5,247
233.231796,200.550446,-1.4795485291467767,81.190172698814436,28.612691719496365,1769.5,247
233.355118,202.292938,-1.4998217066267712,85.659726505114023,28.163842622922367,1898,247
233.37944,201.138046,-1.5008539151243689,83.484073316121766,27.953955829402997,1767.5,247
233.945969,199.40918,-1.5226879842915597,78.335116778896719,28.556576143680978,1687.5,247
233.421249,200.501602,-1.5231122261993284,81.566951383070418,27.68493841302357,1761,247
233.569916,201.021683,-1.5127655751391209,81.161250949589871,27.785111873167956,1707,247
233.634262,200.795609,-1.5159121799071262,80.902973574432778,27.688893369602823,1692,244
233.314758,200.466202,-1.4909031815996538,81.969151338965418,28.222810115285917,1785,247
233.030182,201.611282,-1.4822493369782239,86.540797418513463,27.865782795602968,1811.5,247
233.049713,201.701889,-1.4841206996165219,86.648888951390887,27.893511495120411,1817,247
232.964859,201.836319,-1.4794811523779676,87.618091055079432,27.850885777632808,1811.5,247
233.779007,197.213562,-1.53253075237777,72.034268197809027,28.704705449712058,1635,247
233.779007,197.213562,-1.53253075237777,72.034268197809027,28.704705449712058,1635,247
233.779007,197.213562,-1.53253075237777,72.034268197809027,28.704705449712058,1635,247
233.779007,197.213562,-1.53253075237777,72.034268197809027,28.704705449712058,1635,247
233.133591,198.683273,-1.4665996841382598,78.848087770011134,28.085465717181783,1695.5,247
232.857941,200.793396,-1.4518018287758327,88.569055022003468,27.826561314179052,1771.5,247
232.857941,200.793396,-1.4518018287758327,88.569055022003468,27.826561314179052,1771.5,247
232.857941,200.793396,-1.4518018287758327,88.569055022003468,27.826561314179052,1771.5,247
233.351547,203.637207,-1.5141251711249588,87.775504019697635,28.70350323642268,1940.5,247
233.345276,203.636505,-1.5141157699682499,87.798102424494331,28.690637581586728,1939.5,247
233.345276,203.636505,-1.5141157699682499,87.798102424494331,28.690637581586728,1939.5,247
233.474457,202.578766,-1.5249402727804422,84.88134825655591,28.680615057625143,1888.5,247
233.908401,202.319321,-1.5448470273697508,82.99688575050358,28.998729144964891,1914,247
233.908401,202.319321,-1.5448470273697508,82.99688575050358,28.998729144964891,1914,247
233.908401,202.319321,-1.5448470273697508,82.99688575050358,28.998729144964891,1914,247
233.908401,202.319321,-1.5448470273697508,82.99688575050358,28.998729144964891,1914,247
233.565353,203.526047,-1.5624080706010428,86.210355173553552,28.301732808167991,1865.5,247
233.565353,203.526047,-1.5624080706010428,86.210355173553552,28.301732808167991,1865.5,247
233.565353,203.526047,-1.5624080706010428,86.210355173553552,28.301732808167991,1865.5,247
233.565353,203.526047,-1.5624080706010428,86.210355173553552,28.301732808167991,1865.5,247
233.098312,202.784912,-1.4626217620264708,89.75698473683255,28.264725724998193,1924,247
233.098312,202.784912,-1.4626217620264708,89.75698473683255,28.264725724998193,1924,247
233.098312,202.784912,-1.4626217620264708,89.75698473683255,28.264725724998193,1924,247
233.098312,202.784912,-1.4626217620264708,89.75698473683255,28.264725724998193,1924,247
231.189407,206.536682,-1.5430339890162383,92.987496666864018,24.085751700403186,1686,247
232.496124,213.518814,-1.5220857286131548,111.81099244001605,26.524401776911475,2298.5,247
231.397705,206.937241,-1.5316176181061163,94.758450709693875,24.613480545149478,1755.5,247
231.397705,206.937241,-1.5316176181061163,94.758450709693875,24.613480545149478,1755.5,247
233.659454,208.128189,-1.5665945259193086,97.964508978809874,27.652035693873909,2124.5,247
233.625916,208.076157,-1.5655348496805106,98.02898954906378,27.580533500167682,2118.5,247
233.620773,208.0625,-1.5652778532631431,98.021761550425779,27.571272871948395,2117.5,247
233.575562,208.373657,-1.5613765542962639,98.689330396666008,27.446029123478013,2133,247
233.10202,206.744965,-1.5421696441780199,94.055382053746968,26.895381539055492,2016,247
233.10202,206.744965,-1.5421696441780199,94.055382053746968,26.895381539055492,2016,247
233.10202,206.744965,-1.5421696441780199,94.055382053746968,26.895381539055492,2016,247
233.10202,206.744965,-1.5421696441780199,94.055382053746968,26.895381539055492,2016,247
232.870773,213.143677,-1.4994456541160752,112.07866098584734,27.327332998662072,2342,247
232.870773,213.143677,-1.4994456541160752,112.07866098584734,27.327332998662072,2342,247
232.846146,212.983215,-1.4971479364211817,111.72645363010672,27.257892790240184,2334.5,247
232.802429,213.076401,-1.4986661450459815,111.68259209507053,27.173298731755974,2327.5,247
233.464325,208.185806,-1.496872002451926,101.96649727880164,27.259413117628068,2116,247
233.464325,208.185806,-1.496872002451926,101.96649727880164,27.259413117628068,2116,247
233.319901,210.106689,-1.4928889272298806,109.29157175910417,27.250447925645716,2196.5,247
233.158432,211.258224,-1.491835906367081,114.67026083635848,27.018317196557248,2214.5,247
233.476974,211.620529,-1.5039355088100017,112.74363026096026,25.163248305254463,2128,247
233.467133,211.552231,-1.5030713460529566,112.60636589409344,25.136714065888107,2125,247
233.467133,211.552231,-1.5030713460529566,112.60636589409344,25.136714065888107,2125,247
233.467133,211.552231,-1.5030713460529566,112.60636589409344,25.136714065888107,2125,247
232.516281,214.19577,-1.5086501486148833,114.12575921556268,26.882761989637999,2376,247
232.483398,214.164627,-1.5081598100896327,114.24751104380697,26.782030786505938,2370,247
232.785034,214.417053,-1.507900113881034,114.71204254726868,27.401208201788364,2444.5,247
232.653244,213.870209,-1.5036551313261843,113.89046383471762,27.176864929665633,2397.5,247
233.445251,196.62944,1.5418883921223014,77.911409256249399,29.549672116730374,1383.5,247
233.470749,196.715912,1.5403960231858347,78.214557324460003,29.558662557545649,1387.5,247
233.445251,196.62944,1.5418883921223014,77.911409256249399,29.549672116730374,1383.5,247
233.466141,196.729843,1.5412726516944635,77.690595805735825,29.440350707795801,1395.5,247
231.905914,208.465912,-1.4732613742329206,106.3994366033844,25.735449649430791,2026.5,247
231.905914,208.465912,-1.4732613742329206,106.3994366033844,25.735449649430791,2026.5,247
231.905914,208.465912,-1.4732613742329206,106.3994366033844,25.735449649430791,2026.5,247
231.905914,208.465912,-1.4732613742329206,106.3994366033844,25.735449649430791,2026.5,215
232.279449,204.119247,-1.4568682568769398,97.170380589101313,26.613727568103982,1871.5,247
232.279449,204.119247,-1.4568682568769398,97.170380589101313,26.613727568103982,1871.5,247
232.279449,204.119247,-1.4568682568769398,97.170380589101313,26.613727568103982,1871.5,247
232.211624,201.836655,-1.4481796929967821,91.135953345238676,26.307742402261283,1757,247
233.641602,191.164139,1.5410766271531693,57.4024028858273,28.013651097472096,1250,247
233.641602,191.164139,1.5410766271531693,57.4024028858273,28.013651097472096,1250,247
233.641602,191.164139,1.5410766271531693,57.4024028858273,28.013651097472096,1250,247
233.78006,191.739288,1.5358259925678384,58.890939340672325,28.138520301798415,1287.5,247
232.296555,199.625351,-1.4619704563942237,82.623066988111674,27.177463450827631,1617.5,247
232.296555,199.625351,-1.4619704563942237,82.623066988111674,27.177463450827631,1617.5,247
232.143372,198.080017,-1.457450805372452,79.724214346167869,27.062127682340105,1510,247
232.1828,197.887589,-1.4596171340103357,79.05063056606555,27.099993474666679,1503.5,247
232.885818,198.76181,-1.4570500132629101,79.16723395166062,27.474979491158042,1680,247
232.899216,198.805756,-1.45806570667257,79.169169404656373,27.490670273074564,1683.5,247
232.914047,198.845978,-1.4590375294820954,79.156415896413492,27.51133028821523,1687,243.5
232.914047,198.845978,-1.4590375294820954,79.156415896413492,27.51133028821523,1687,202
233.362442,197.010254,-1.4495178341117454,77.673992864090621,28.947825706664947,1609,247
233.362442,197.010254,-1.4495178341117454,77.673992864090621,28.947825706664947,1609,247
233.450134,196.921341,-1.4556118150520623,76.613891672622614,29.068291787745924,1612.5,247
232.817902,206.217651,-1.479555392298934,99.458669036439659,27.145754645860396,2053,247
233.749481,202.286346,-1.5197434917598405,91.041281596958001,28.759078552223752,1837.5,247
233.666031,196.7052,-1.5392060684933442,73.614564695771534,28.070126816772312,1570,247
233.666031,196.7052,-1.5392060684933442,73.614564695771534,28.070126816772312,1570,247
233.666031,196.7052,-1.5392060684933442,73.614564695771534,28.070126816772312,1570,247
231.649124,197.935318,-1.4202015770157563,84.275996391680849,25.317036795795588,1492,247
231.649124,197.935318,-1.4202015770157563,84.275996391680849,25.317036795795588,1492,247
231.649124,197.935318,-1.4202015770157563,84.275996391680849,25.317036795795588,1492,247
231.693253,197.708405,-1.4214173994620292,83.355296852054849,25.365694205216798,1485.5,247
233.163406,194.363022,-1.4092085236427963,71.999831330702222,28.465950845488972,1482,247
233.178497,194.282776,-1.4096296977134046,71.528228505288325,28.484296003827389,1480,247
233.163406,194.363022,-1.4092085236427963,71.999831330702222,28.465950845488972,1482,247
233.431,193.474426,-1.4270239817956976,68.991274506795577,28.617168707843245,1447,247
233.404037,194.238449,-1.467225944748701,74.480914401744187,27.683565574914557,1386,247
233.474838,193.760681,-1.4695850324570945,74.253934257419999,27.901021279804905,1354.5,247
233.388763,193.892929,-1.4648183065934186,74.572198387369681,27.885475164754411,1359,247
233.406799,194.197617,-1.4670926423537392,74.416899048812496,27.703114404335267,1384,247
233.653091,193.509796,-1.473022010253304,65.219849196703592,28.773952582186467,1412,247
233.605881,193.638916,-1.4679179574503949,65.622712928987283,28.796434411161727,1417.5,247
233.605881,193.638916,-1.4679179574503949,65.622712928987283,28.796434411161727,1417.5,247
