mouseX mouseY mouseAngle mouseMajorAxisLength mouseMinorAxisLength mouseArea optoPeriod
893.2859 617.3212 1.53890277179599 51.1611517347648 33.5371759588202 1753.5 1 
891.0628 619.7477 1.42621564229139 54.359420555018 35.26457766955 1957.5 1 
890.9017 619.7512 1.35811254736471 54.6419665872228 35.885522176973 1990.5 0.5 
890.8241 618.094 1.28825212286951 57.1206132457302 36.0438729786245 2051 0.5 
890.0546 616.5778 1.16544963203303 60.2527120443489 35.5835225983149 2128.5 0.5 
888.1032 615.8804 1.12120072929456 61.1332193925652 34.6529615986051 2109.5 0.5 
885.7675 615.7455 1.01405597924248 61.9131637071091 33.2105453020018 2070 0 
888.0261 615.7334 1.11894887529023 58.3038103017803 33.4285608149784 1473.5 0.5 
887.1176 616.8078 0.779713297411508 55.4084171675001 34.5903482311806 1930.5 0.5 
888.3537 618.537 0.602258767324278 54.3449222617374 35.6854917606979 1956 0.5 
888.5658 619.1472 0.627717772750539 57.6251789328104 34.1209527416475 1991.5 0.5 
888.8281 618.9494 0.717887322321907 61.1534260161274 32.7552275997521 1995 0.5 
886.7332 620.1285 0.72699100492661 64.8093501161447 31.5962007963538 2046 2 
886.3851 619.8911 0.727064544972596 63.944152790328 31.4933757341474 2008 2 
885.5331 619.194 0.747621081955437 65.6670984825189 31.2442684801586 2028.5 2 
884.5429 617.8251 0.772936268444405 65.4877464019823 31.2460205124275 2038.5 2 
884.1091 616.0566 0.819455360701855 62.3878379690676 29.8245455355553 1894 0.5 
884.3127 616.2349 0.817232866946296 61.4778324468924 29.8810140214698 1876 0.5 
884.2366 616.3588 0.820706418509061 61.3133840859845 30.2620994817299 1891 0.5 
883.7845 616.0969 0.802119740010173 62.3772666091065 30.2986866884513 1921.5 0.5 
883.0474 617.8477 0.725319137309528 61.4030663190396 31.8001245510844 2006.5 0.5 
883.1172 617.8665 0.728037601292703 61.3970607368784 31.3553873802293 1975.5 0.5 
883.0092 618.0436 0.718943678906128 61.5727934915305 31.4403282884099 1985 0.5 
883.1023 618.0242 0.722308556566496 61.5288634216125 31.0900942855758 1959.5 0.5 
880.7314 619.8532 0.750747447876122 62.9461114082592 26.0751745924292 1510 5 
881.2266 619.655 0.742071301907775 62.6741358612326 26.9851035763803 1553.5 5 
881.1968 619.7041 0.742813364520349 62.575187333638 27.1168064980175 1559.5 5 
881.29 619.3683 0.74332225033639 62.3257404745043 27.7579763076965 1612.5 5 
887.1843 616.9809 1.00300136533933 57.5312790834855 29.5716565863696 1397 0 
884.5588 616.7755 0.906111389651912 54.8093709003383 31.7696493976539 1675 0 
884.3304 616.5213 0.901052487776169 55.9771652974643 31.6443303583976 1690 0 
883.7425 616.2778 0.849891459228326 57.2133527843513 31.9085018127876 1723 0 
884.7167 618.2952 0.672180435876433 55.6785089126238 32.7355188887184 1876.5 0 
886.7245 618.6121 0.686232067959231 55.3192022461571 31.7646630617412 1804.5 1.5 
888.9779 620.6671 0.673668874740207 53.3037213817071 33.0540862523374 1810 1.5 
893.6832 621.875 1.0177204801478 47.0215254533345 32.1386330154143 1360 1.5 
893.5762 623.0987 0.559544098067052 43.9931185964842 35.5312100936058 1138.5 4 
888.0101 624.5995 0.601341971503281 51.7163246432299 30.1486614043434 1597 4 
888.9096 623.9316 0.559632464431935 50.6749377856928 32.7566228664984 1704 0 
888.8768 623.9106 0.559546908534817 50.5892065679498 32.7803800571837 1701.5 0 
890.1857 624.7267 0.668991947672218 47.6927889168303 34.6814633826386 1718 1 
890.7061 625.1087 0.627983111174914 47.3167259582281 34.3821019878153 1688 0.5 
890.8052 625.085 0.61488545497651 47.341962251923 34.5393403708727 1695.5 0.5 
891.2643 623.671 0.636371212451505 49.1350352029436 31.4309507247313 1585 1 
885.5919 625.7464 0.532842855909304 53.9661326634819 29.7243336649443 1628.5 1.5 
884.5387 626.7772 0.392806753415903 54.6571386855601 31.1061088207594 1550 1.5 
886.9274 625.1694 0.109164759008141 54.2538590626038 32.0578137786049 1462.5 0 
886.5963 624.8335 0.323385734987231 53.8400131373528 33.7722205830169 1839 0 
887.6647 624.8939 0.166846428558651 52.8741491187772 34.9579542090174 1840.5 0.5 
889.8087 624.7726 0.260140748631853 50.7838001050542 34.8658657080905 1801 0.5 
889.771 625.3704 0.118025737136807 49.9011113712288 36.4584270836337 1832.5 0.5 
889.8749 625.956 0.0727215533346737 50.5267655282895 35.4532962419029 1806.5 0.5 
889.2831 627.0582 -0.0248712017092557 52.1195788816776 37.3608257553347 1911 0 
887.9576 627.9414 -0.107758546081528 54.1070702895008 37.2311302103852 2008 0 
886.9643 629.0765 -0.204756846724643 55.3008628898616 37.6727061970369 2068 0 
886.2151 629.2195 -0.238989574660881 55.3809745724103 37.3627384951173 2046 0 
885.5046 629.1607 -0.293184108164268 55.4698408552112 37.1860856339487 1993.5 0.5 
885.9244 628.5828 -0.218850786230898 54.4457764852883 36.8648767095716 1950.5 0.5 
885.4479 627.4114 -0.224790089578766 55.115939083885 37.2762572601623 2001.5 0.5 
885.1317 627.3683 -0.238981730772763 54.92088351312 36.8865793230883 1970 0 
885.4295 627.2429 -0.151564519349147 55.968531691333 33.7784531953774 1866 0.5 
886.8282 626.7807 -0.0673397974966025 54.0917056825821 33.1304418700733 1790.5 0.5 
885.5233 627.1125 -0.130800050024288 57.7769891885041 33.2895497875106 1893 0.5 
885.6954 627.1009 -0.121903572736014 57.5973455604855 32.8993872523472 1875.5 0.5 
883.8068 627.9438 -0.0506482493219081 58.1387513452064 31.95680035775 1877.5 1 
883.0462 627.2628 0.0371448043571548 58.8132697828948 31.7392290213137 1889 0.5 
882.5228 626.7404 0.0092887099427411 58.599182260063 30.9781971548461 1845 0.5 
881.5426 626.5751 -0.0450589818280692 57.4089776051448 31.6627133014559 1835.5 0.5 
880.825 627.1375 -0.0883914021752198 57.6824327699722 31.0244216226095 1793.5 0.5 
880.7092 627.335 -0.100824125165673 57.8683667337236 30.8093129287932 1780.5 0.5 
879.7809 626.8953 -0.188758788705292 56.0367924349894 30.1992490377578 1699 0.5 
877.5329 626.633 -0.256968131169333 53.2370339371827 29.9012973113298 1605 0.5 
875.6356 625.215 -0.414801543901476 51.687418573158 28.8011020620561 1493.5 0.5 
875.0699 624.5129 -0.42602313162776 50.765079064919 28.4689123702685 1438 0.5 
873.7739 624.2277 -0.492070773248898 49.4065804517829 27.8144204712264 1376 0.5 
870.8798 625.12 -0.556494317708127 44.3450535567873 27.3274736774882 1192 0.5 
869.4113 625.5945 -0.558511062834555 41.5791879604996 27.091287710719 1107 0 
869.4294 625.4918 -0.541942037704378 41.0052144065031 27.0906797254498 1094 0 
869.2351 625.1663 -0.611332046311084 41.1341910050681 27.6560460234769 1116.5 0 
870.6863 624.9009 -0.496045671989592 42.5226171288012 28.4415708121354 1155 0 
872.6395 625.8077 -0.412251947411618 44.692197441869 28.7327472052593 1202 0.5 
873.2049 625.9288 -0.386767185856233 45.2018836411712 29.2385593560495 1221 0 
875.1569 625.8221 -0.18405365500183 45.0054139756577 30.7069259979211 1267.5 0 
875.4781 625.9786 0.130857453609091 44.8578776073891 32.7033494765605 1505 0 
875.5295 624.8604 0.303677550527676 47.7500035059542 32.61723459427 1620.5 0 
874.9923 623.8797 0.496479793450064 51.475072627372 33.4805496083711 1738.5 0 
873.74 622.0443 0.713432807292941 54.7254744817452 33.10158142048 1819 0 
872.5639 620.3441 0.845105043892437 55.791449862426 33.2396221573349 1865.5 0 
872.577 618.4421 0.970145232846358 56.7073828859982 33.2323856628731 1882.5 0.5 
872.9572 616.7211 1.06966678055209 57.9171937278043 33.4584760078174 1951.5 0.5 
874.17 614.1473 1.20026411267184 59.6052548996206 33.0370240034704 1981.5 0.5 
875.2112 610.2121 1.35671843618475 65.2158416258602 32.4464650036952 2102 0.5 
876.2476 604.581 1.53773573935621 72.6570536865797 28.7651838285668 2056.5 0 
876.8969 600.3924 1.54665400160326 73.5890675222817 29.6150887353959 2169 0.5 
878.2904 592.1708 1.54226418148107 74.4720164117512 29.7515175697796 2239 0.5 
879.9753 585.1591 1.51790018545868 70.4535988084639 31.1859563222047 2224.5 0.5 
881.3983 577.0776 1.49381608680017 71.3125475949855 29.5812151564514 2179.5 0 
882.1428 571.0523 1.39647579682748 67.8367068355871 27.9682728396185 1947.5 0 
882.269 567.4969 1.36550689962207 65.4701790091391 31.0049758354488 2093 0 
883.6503 563.9072 1.46598817477891 66.6173055153193 31.4592273322836 2142 0 
885.6344 562.156 1.46306447240226 64.9620271004425 31.264921409412 2060.5 3 
886.9951 559.3885 1.44547371314936 64.5584780992115 30.7076055875561 1888.5 3 
887.2888 559.0939 1.56128662008485 68.2260616093993 30.9656328491462 2130.5 3 
888.9857 555.1716 -1.48597046624145 68.0463263306851 31.3274686095827 2160.5 3 
890.8827 552.7822 -1.42541746256871 68.6483382643411 31.1809858411304 2109.5 0 
892.0688 548.637 -1.36200470848929 69.7806410758927 30.9162928774391 2123 0 
893.3639 542.6122 -1.257330392952 68.451750323858 29.9048651489528 2041 0 
894.03 536.7661 -1.17790952154713 70.3026586691709 29.8158049992062 2096 0 
896.2067 532.8367 -1.12229298026355 67.4825035610556 30.257655991391 2022.5 3 
